entryNumber, fileId, fileName, subject, dish, startTimeSeconds, endTimeSeconds, startFrame, endFrame, activity, tool, toolProperties, ingredients, ingredientsProperties, containers, containersProperties, containersSource, containersDestination, className
180, 3, s08-d04-cam-002, 8, 4, 721.586, 722.721, 21214, 21247, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
181, 3, s08-d04-cam-002, 8, 4, 723.095, 726.938, 21258, 21371, spreadV, frying-pan,,oil,,frying-pan,,frying-pan,,spreadVfrying panoilfrying pan
182, 3, s08-d04-cam-002, 8, 4, 728.417, 730.684, 21415, 21482, turn onV, hand,,stove,,,,,,turn onVhandstove
183, 3, s08-d04-cam-002, 8, 4, 730.724, 734.866, 21483, 21605, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
184, 3, s08-d04-cam-002, 8, 4, 734.931, 736.326, 21606, 21647, shakeV, hand,,frying-pan,oil ,stove,,stove,,shakeVhandfrying panstove
185, 3, s08-d04-cam-002, 8, 4, 736.802, 738.265, 21661, 21704, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
186, 3, s08-d04-cam-002, 8, 4, 738.385, 741.08, 21708, 21787, pourV, bottle,oil ,oil,,frying-pan,oil,frying-pan,,pourVbottleoilfrying pan
187, 3, s08-d04-cam-002, 8, 4, 741.16, 742.891, 21790, 21840, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
188, 3, s08-d04-cam-002, 8, 4, 743.061, 748.877, 21845, 22016, spreadV, frying-pan,,oil,,frying-pan,,frying-pan,,spreadVfrying panoilfrying pan
189, 3, s08-d04-cam-002, 8, 4, 748.877, 750.85, 22016, 22074, test temperatureV, hand,,oil,,frying-pan,,frying-pan,,test temperatureVhandoilfrying pan
190, 3, s08-d04-cam-002, 8, 4, 751.734, 753.061, 22100, 22139, test temperatureV, hand,,oil,,frying-pan,,frying-pan,,test temperatureVhandoilfrying pan
191, 3, s08-d04-cam-002, 8, 4, 755.952, 763.605, 22224, 22449, addV, knife,,onion,peeled diced ,cutting-board,,cutting-board,frying-pan,addVknifecutting boardonioncutting boardfrying pan
192, 3, s08-d04-cam-002, 8, 4, 767.448, 769.421, 22562, 22620, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
193, 3, s08-d04-cam-002, 8, 4, 777.142, 780.816, 22847, 22955, washV, hand,,spatula,,,,,,washVhandspatula
194, 3, s08-d04-cam-002, 8, 4, 786.394, 791.054, 23119, 23256, shakeV, hand,,spatula,,,,,,shakeVhandspatula
195, 3, s08-d04-cam-002, 8, 4, 795.952, 797.074, 23400, 23433, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
196, 3, s08-d04-cam-002, 8, 4, 797.074, 812.258, 23433, 23880, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
197, 3, s08-d04-cam-002, 8, 4, 814.523, 815.642, 23946, 23979, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
198, 3, s08-d04-cam-002, 8, 4, 815.802, 818.083, 23984, 24051, pourV, bottle,oil ,oil,,frying-pan,,frying-pan,,pourVbottleoilfrying pan
199, 3, s08-d04-cam-002, 8, 4, 818.203, 823.649, 24055, 24215, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
200, 3, s08-d04-cam-002, 8, 4, 824.081, 829.591, 24227, 24389, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
201, 3, s08-d04-cam-002, 8, 4, 829.591, 829.897, 24389, 24398, shakeV, hand,,frying-pan,oil ,stove,,stove,,shakeVhandfrying panstove
202, 3, s08-d04-cam-002, 8, 4, 829.897, 830.646, 24398, 24420, test temperatureV, hand,,oil,,frying-pan,,frying-pan,,test temperatureVhandoilfrying pan
203, 3, s08-d04-cam-002, 8, 4, 830.646, 834.149, 24420, 24523, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
204, 3, s08-d04-cam-002, 8, 4, 837.074, 842.108, 24609, 24757, washV, hand,,box-grater,,,,,,washVhandbox grater
205, 3, s08-d04-cam-002, 8, 4, 843.231, 848.469, 24790, 24944, cleanV, towel,,counter,,,,,,cleanVtowelcounter
206, 3, s08-d04-cam-002, 8, 4, 849.285, 852.176, 24968, 25053, dryV, towel,,hand,,,,,,dryVtowelhand
207, 3, s08-d04-cam-002, 8, 4, 854.285, 854.931, 25115, 25134, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
208, 3, s08-d04-cam-002, 8, 4, 855, 858.095, 25137, 25227, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
209, 3, s08-d04-cam-002, 8, 4, 864.251, 871.178, 25408, 25612, take outV, hand,,spoon,,drawer,,drawer,,take outVhandspoondrawer
210, 3, s08-d04-cam-002, 8, 4, 871.298, 878.095, 25616, 25815, stirV, spoon,,food,,bowl,,bowl,,stirVspoonfoodbowl
211, 3, s08-d04-cam-002, 8, 4, 878.215, 879.619, 25819, 25860, smellV, hand,,food,,spoon,,spoon,,smellVhandfoodspoon
212, 3, s08-d04-cam-002, 8, 4, 880.782, 882.176, 25894, 25935, tasteV, hand,,food,,,,,,tasteVhandfood
213, 3, s08-d04-cam-002, 8, 4, 884.76, 885.774, 26011, 26041, take outV, hand,,spice-shaker,salt ,spice-holder,,spice-holder,,take outVhandspice shakerspice holder
214, 3, s08-d04-cam-002, 8, 4, 885.786, 886.778, 26042, 26071, screw openV, hand,,spice-shaker,salt ,,,,,screw openVhandspice shaker
215, 3, s08-d04-cam-002, 8, 4, 886.97, 891.892, 26076, 26221, spiceV, spice-shaker,,salt,,bowl,food,bowl,,spiceVspice shakersaltbowl
216, 3, s08-d04-cam-002, 8, 4, 892.108, 893.859, 26227, 26279, screw closeV, hand,,spice-shaker,salt ,,,,,screw closeVhandspice shaker
217, 3, s08-d04-cam-002, 8, 4, 893.899, 894.754, 26280, 26305, put inV, hand,,spice-shaker,salt ,,,,spice-holder,put inVhandspice shakerspice holder
218, 3, s08-d04-cam-002, 8, 4, 894.834, 895.646, 26308, 26331, take outV, hand,,spice-shaker,,spice-holder,,spice-holder,,take outVhandspice shakerspice holder
219, 3, s08-d04-cam-002, 8, 4, 895.646, 896.632, 26331, 26360, readV, hand,,spice-shaker,,,,,,readVhandspice shaker
220, 3, s08-d04-cam-002, 8, 4, 897.026, 897.959, 26372, 26399, screw openV, hand,,spice-shaker,,,,,,screw openVhandspice shaker
221, 3, s08-d04-cam-002, 8, 4, 898.119, 898.775, 26404, 26423, smellV, hand,,spice,,spice-shaker,,spice-shaker,,smellVhandspicespice shaker
222, 3, s08-d04-cam-002, 8, 4, 898.935, 901.564, 26428, 26505, spiceV, spice-shaker,,spice,,bowl,food,bowl,,spiceVspice shakerspicebowl
223, 3, s08-d04-cam-002, 8, 4, 901.764, 903.389, 26511, 26559, screw closeV, hand,,spice-shaker,,,,,,screw closeVhandspice shaker
224, 3, s08-d04-cam-002, 8, 4, 903.469, 904.251, 26561, 26584, put inV, hand,,spice-shaker,,,,,spice-holder,put inVhandspice shakerspice holder
225, 3, s08-d04-cam-002, 8, 4, 906.948, 913.673, 26664, 26861, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
226, 3, s08-d04-cam-002, 8, 4, 913.673, 914.591, 26861, 26888, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
227, 3, s08-d04-cam-002, 8, 4, 914.591, 917.891, 26888, 26985, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
228, 3, s08-d04-cam-002, 8, 4, 918.671, 938.435, 27008, 27589, stirV, spoon,,food,,bowl,,bowl,,stirVspoonfoodbowl
229, 3, s08-d04-cam-002, 8, 4, 946.054, 947.074, 27813, 27843, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
230, 3, s08-d04-cam-002, 8, 4, 947.074, 950.51, 27843, 27944, stirV, spatula,onion diced ,frying-pan,,,,,,stirVspatulafrying pan
231, 3, s08-d04-cam-002, 8, 4, 950.51, 951.53, 27944, 27974, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
232, 3, s08-d04-cam-002, 8, 4, 951.53, 953.401, 27974, 28029, stirV, spatula,onion diced ,frying-pan,,,,,,stirVspatulafrying pan
233, 3, s08-d04-cam-002, 8, 4, 953.401, 954.591, 28029, 28064, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
234, 3, s08-d04-cam-002, 8, 4, 954.591, 963.911, 28064, 28338, stirV, spatula,onion diced ,frying-pan,,,,,,stirVspatulafrying pan
235, 3, s08-d04-cam-002, 8, 4, 992.619, 993.401, 29182, 29205, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
236, 3, s08-d04-cam-002, 8, 4, 993.401, 1008.469, 29205, 29648, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
237, 3, s08-d04-cam-002, 8, 4, 1008.469, 1009.455, 29648, 29677, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
238, 3, s08-d04-cam-002, 8, 4, 1021.292, 1033.299, 30025, 30378, stirV, spoon,,food,,bowl,,bowl,,stirVspoonfoodbowl
239, 3, s08-d04-cam-002, 8, 4, 1034.251, 1036.802, 30406, 30481, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
240, 3, s08-d04-cam-002, 8, 4, 1036.802, 1037.823, 30481, 30511, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
241, 3, s08-d04-cam-002, 8, 4, 1038.741, 1040.646, 30538, 30594, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
242, 3, s08-d04-cam-002, 8, 4, 1043.265, 1045.782, 30671, 30745, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
243, 3, s08-d04-cam-002, 8, 4, 1046.734, 1047.789, 30773, 30804, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
244, 3, s08-d04-cam-002, 8, 4, 1047.789, 1058.095, 30804, 31107, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
245, 3, s08-d04-cam-002, 8, 4, 1058.095, 1058.843, 31107, 31129, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
246, 3, s08-d04-cam-002, 8, 4, 1058.843, 1060.578, 31129, 31180, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
247, 3, s08-d04-cam-002, 8, 4, 1060.578, 1061.088, 31180, 31195, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
248, 3, s08-d04-cam-002, 8, 4, 1061.088, 1066.462, 31195, 31353, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
249, 3, s08-d04-cam-002, 8, 4, 1066.462, 1068.367, 31353, 31409, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
250, 3, s08-d04-cam-002, 8, 4, 1073.945, 1079.693, 31573, 31742, stirV, spoon,,food,,bowl,,bowl,,stirVspoonfoodbowl
251, 3, s08-d04-cam-002, 8, 4, 1081.086, 1081.598, 31783, 31798, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
252, 3, s08-d04-cam-002, 8, 4, 1081.678, 1084.727, 31801, 31890, pourV, bottle,oil ,oil,,frying-pan,,frying-pan,,pourVbottleoilfrying pan
253, 3, s08-d04-cam-002, 8, 4, 1084.847, 1086.02, 31894, 31928, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
254, 3, s08-d04-cam-002, 8, 4, 1087.006, 1087.891, 31957, 31983, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
255, 3, s08-d04-cam-002, 8, 4, 1087.891, 1091.938, 31983, 32102, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
256, 3, s08-d04-cam-002, 8, 4, 1091.938, 1093.299, 32102, 32142, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
257, 3, s08-d04-cam-002, 8, 4, 1098.163, 1099.217, 32285, 32316, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
258, 3, s08-d04-cam-002, 8, 4, 1101.582, 1109.387, 32386, 32615, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
259, 3, s08-d04-cam-002, 8, 4, 1109.387, 1110.612, 32615, 32651, shakeV, hand,,frying-pan,onion diced ,stove,,stove,,shakeVhandfrying panstove
260, 3, s08-d04-cam-002, 8, 4, 1110.612, 1112.959, 32651, 32720, stirV, spatula,,onion,diced ,frying-pan,,frying-pan,,stirVspatulaonionfrying pan
261, 3, s08-d04-cam-002, 8, 4, 1114.419, 1117.823, 32763, 32863, stirV, spoon,,food,,bowl,,bowl,,stirVspoonfoodbowl
262, 3, s08-d04-cam-002, 8, 4, 1118.435, 1120.102, 32881, 32930, moveV, hand,,spoon,,bowl,food,bowl,cutting-board,moveVhandspoonbowlcutting board
263, 3, s08-d04-cam-002, 8, 4, 1121.778, 1126.356, 32980, 33114, addV, spatula,,food,,bowl,,bowl,frying-pan,addVspatulabowlfoodbowlfrying pan
264, 3, s08-d04-cam-002, 8, 4, 1126.608, 1137.619, 33122, 33445, stirV, spatula,,food,,frying-pan,,frying-pan,,stirVspatulafoodfrying pan
265, 3, s08-d04-cam-002, 8, 4, 1147.993, 1149.183, 33750, 33785, shakeV, hand,,frying-pan,food ,stove,,stove,,shakeVhandfrying panstove
266, 4, s08-d11-cam-002, 8, 11, 4.693, 5.714, 137, 167, enterV, ,,,,,,,,enterV
267, 4, s08-d11-cam-002, 8, 11, 6.846, 15.464, 201, 454, take outV, hand,,squeezer,,drawer,,drawer,counter,take outVhandsqueezerdrawercounter
268, 4, s08-d11-cam-002, 8, 11, 15.612, 17.244, 458, 506, take outV, hand,,measuring-pitcher,,drawer,,drawer,counter,take outVhandmeasuring pitcherdrawercounter
269, 4, s08-d11-cam-002, 8, 11, 19.792, 23.278, 581, 684, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
270, 4, s08-d11-cam-002, 8, 11, 45.85, 51.836, 1347, 1523, take outV, hand,,orange,,cupboard,,cupboard,counter,take outVhandorangekiwicupboardcounter
271, 4, s08-d11-cam-002, 8, 11, 52.342, 56.054, 1538, 1647, take outV, hand,,knife,,drawer,,drawer,,take outVhandknifedrawer
272, 4, s08-d11-cam-002, 8, 11, 56.252, 60.408, 1653, 1775, cut apartV, knife,,orange,,cutting-board,,cutting-board,,cut apartVknifeorangecutting board
273, 4, s08-d11-cam-002, 8, 11, 61.406, 88.244, 1805, 2594, squeezeV, squeezer,,orange,half ,squeezer,,squeezer,,squeezeVsqueezerorangesqueezer
274, 4, s08-d11-cam-002, 8, 11, 89.311, 110.136, 2625, 3237, squeezeV, squeezer,,orange,half ,squeezer,,squeezer,,squeezeVsqueezerorangesqueezer
275, 4, s08-d11-cam-002, 8, 11, 114.104, 146.807, 3354, 4316, peelV, knife,,kiwi,,,,,,peelVknifekiwi
276, 4, s08-d11-cam-002, 8, 11, 147.518, 149.217, 4337, 4386, washV, hand,,kiwi,peeled ,,,,,washVhandkiwi
277, 4, s08-d11-cam-002, 8, 11, 149.217, 149.798, 4386, 4404, shakeV, hand,,kiwi,peeled ,,,,,shakeVhandkiwi
278, 4, s08-d11-cam-002, 8, 11, 149.829, 152.448, 4404, 4481, washV, hand,,knife,,,,,,washVhandknife
279, 4, s08-d11-cam-002, 8, 11, 154.369, 156.292, 4538, 4594, cut apartV, knife,,kiwi,peeled ,,,,,cut apartVknifekiwi
280, 4, s08-d11-cam-002, 8, 11, 158.982, 194.455, 4674, 5716, peelV, knife,,kiwi,,,,,,peelVknifekiwi
281, 4, s08-d11-cam-002, 8, 11, 195.056, 198.401, 5734, 5832, washV, hand,,kiwi,peeled ,,,,,washVhandkiwiknife
282, 4, s08-d11-cam-002, 8, 11, 198.401, 199.829, 5832, 5874, shakeV, hand,,kiwi,peeled ,,,,,shakeVhandkiwiknife
283, 4, s08-d11-cam-002, 8, 11, 200.816, 203.775, 5903, 5990, cut apartV, knife,,kiwi,peeled ,,,,,cut apartVknifekiwi
284, 4, s08-d11-cam-002, 8, 11, 204.897, 205.85, 6023, 6051, shakeV, hand,,hand,,,,,,shakeVhandhand
285, 4, s08-d11-cam-002, 8, 11, 206.592, 208.367, 6073, 6125, washV, hand,,hand,,,,,,washVhandhand
286, 4, s08-d11-cam-002, 8, 11, 208.736, 210.884, 6136, 6199, dryV, towel,,hand,,,,,,dryVtowelhand
287, 4, s08-d11-cam-002, 8, 11, 214.217, 217.687, 6297, 6399, take outV, hand,,blender,,drawer,,drawer,,take outVhandblenderdrawer
288, 4, s08-d11-cam-002, 8, 11, 218.435, 220.884, 6421, 6493, pull upV, hand,,electricity-column,,,,,,pull upVhandelectricity column
289, 4, s08-d11-cam-002, 8, 11, 221.7, 227.993, 6517, 6702, plugV, hand,,electricity-plug,,electricity-column,,electricity-column,,plugVhandelectricity plugelectricity column
290, 4, s08-d11-cam-002, 8, 11, 228.367, 255.918, 6713, 7523, pureeV, blender,,kiwi,peeled ,measuring-pitcher,,measuring-pitcher,,pureeVblenderkiwimeasuring pitcher
291, 4, s08-d11-cam-002, 8, 11, 261.754, 268.741, 7695, 7900, take outV, hand,,tin,pineapple ,cupboard,,cupboard,counter,take outVhandtincupboardcounter
292, 4, s08-d11-cam-002, 8, 11, 268.979, 272.517, 7907, 8011, take outV, hand,,tin-opener,,drawer,,drawer,,take outVhandtin openerdrawer
293, 4, s08-d11-cam-002, 8, 11, 280.467, 337.108, 8245, 9910, open tinV, tin-opener,,tin,pineapple ,counter,,counter,,open tinVtin openertincounter
294, 4, s08-d11-cam-002, 8, 11, 338.691, 351.369, 9957, 10330, open tinV, knife,,tin,pineapple ,counter,,counter,,open tinVknifetincounter
295, 4, s08-d11-cam-002, 8, 11, 353.367, 359.523, 10388, 10569, addV, knife,,pineapple,,tin,pineapple,tin,measuring-pitcher,addVknifepineappletinmeasuring pitcher
296, 4, s08-d11-cam-002, 8, 11, 360.968, 386.496, 10612, 11362, pureeV, blender,,kiwi,puree ,measuring-pitcher,,measuring-pitcher,,pureeVblenderkiwipineapplemeasuring pitcher
297, 4, s08-d11-cam-002, 8, 11, 387.412, 388.707, 11389, 11427, smellV, hand,,puree,,measuring-pitcher,,measuring-pitcher,,smellVhandpureemeasuring pitcher
298, 4, s08-d11-cam-002, 8, 11, 395.562, 400.633, 11629, 11778, pourV, squeezer,orange juice ,orange,juice ,measuring-pitcher,puree,measuring-pitcher,,pourVsqueezerorangemeasuring pitcher
299, 4, s08-d11-cam-002, 8, 11, 404.074, 405.886, 11879, 11933, washV, hand,,hand,,,,,,washVhandhand
300, 4, s08-d11-cam-002, 8, 11, 406.343, 407.925, 11946, 11992, dryV, towel,,hand,,,,,,dryVtowelhand
301, 4, s08-d11-cam-002, 8, 11, 408.784, 412.044, 12018, 12114, pourV, tin,pineapple ,pineapple,juice ,measuring-pitcher,drink,measuring-pitcher,,pourVtinpineapplemeasuring pitcher
302, 4, s08-d11-cam-002, 8, 11, 415.304, 437.346, 12209, 12857, pureeV, blender,,drink,,measuring-pitcher,,measuring-pitcher,,pureeVblenderdrinkmeasuring pitcher
303, 4, s08-d11-cam-002, 8, 11, 438.668, 441.326, 12896, 12974, take outV, hand,,bottle,lemon-juice ,fridge,,fridge,,take outVhandbottlefridge
304, 4, s08-d11-cam-002, 8, 11, 443.238, 443.571, 13031, 13040, smellV, hand,,lemon-juice,,lemon-juice-container,,lemon-juice-container,,smellVhandlemon juicelemon juice container
305, 4, s08-d11-cam-002, 8, 11, 443.97, 445.319, 13052, 13092, pourV, bottle,lemon-juice ,lemon-juice,,measuring-pitcher,drink,measuring-pitcher,,pourVbottlelemon juicemeasuring pitcher
306, 4, s08-d11-cam-002, 8, 11, 461.067, 464.183, 13555, 13646, pourV, bottle,lemon-juice ,lemon-juice,,measuring-pitcher,drink,measuring-pitcher,,pourVbottlelemon juicemeasuring pitcher
307, 4, s08-d11-cam-002, 8, 11, 465.714, 468.367, 13691, 13769, put inV, hand,,bottle,lemon-juice ,,,,fridge,put inVhandbottlefridge
308, 4, s08-d11-cam-002, 8, 11, 469.4, 476.088, 13800, 13996, pureeV, blender,,drink,,measuring-pitcher,,measuring-pitcher,,pureeVblenderdrinkmeasuring pitcher
309, 4, s08-d11-cam-002, 8, 11, 477.734, 480.442, 14045, 14124, take outV, hand,,spoon,,drawer,,drawer,,take outVhandspoondrawer
310, 4, s08-d11-cam-002, 8, 11, 480.85, 482.993, 14136, 14199, tasteV, spoon,,drink,,,,,,tasteVspoondrink
311, 4, s08-d11-cam-002, 8, 11, 483.198, 484.455, 14206, 14242, stirV, spoon,,drink,,measuring-pitcher,,measuring-pitcher,,stirVspoondrinkmeasuring pitcher
312, 4, s08-d11-cam-002, 8, 11, 484.837, 485.782, 14254, 14281, tasteV, spoon,,drink,,,,,,tasteVspoondrink
313, 4, s08-d11-cam-002, 8, 11, 485.782, 486.7, 14281, 14308, moveV, hand,,spoon,,,,,sink,moveVhandspoonsink
314, 4, s08-d11-cam-002, 8, 11, 487.433, 496.666, 14330, 14601, take outV, hand,,glass,,cupboard,,cupboard,counter,take outVhandglasscupboardcounter
315, 4, s08-d11-cam-002, 8, 11, 497.176, 499.931, 14616, 14697, pourV, measuring-pitcher,drink ,drink,,glass,,glass,,pourVmeasuring pitcherdrinkglass
316, 4, s08-d11-cam-002, 8, 11, 500.626, 502.846, 14718, 14783, pourV, measuring-pitcher,drink ,drink,,glass,,glass,,pourVmeasuring pitcherdrinkglass
317, 4, s08-d11-cam-002, 8, 11, 503.336, 509.601, 14798, 14982, pourV, measuring-pitcher,drink ,drink,,glass,,glass,,pourVmeasuring pitcherdrinkglass
318, 4, s08-d11-cam-002, 8, 11, 510.068, 512.04, 14995, 15053, moveV, hand,,measuring-pitcher,,,,,sink,moveVhandmeasuring pitchersink
319, 5, s08-d14-cam-002, 8, 14, 0, 0.68, 0, 19, enterV, ,,,,,,,,enterV
320, 5, s08-d14-cam-002, 8, 14, 2.32, 10.135, 68, 297, take outV, hand,,pot,,drawer,,drawer,stove,take outVhandpotliddrawerstove
321, 5, s08-d14-cam-002, 8, 14, 10.729, 12.959, 315, 380, moveV, hand,,pot,,stove,,stove,sink,moveVhandpotstovesink
322, 5, s08-d14-cam-002, 8, 14, 13.145, 17.312, 386, 508, washV, hand,,pot,,,,,,washVhandpot
323, 5, s08-d14-cam-002, 8, 14, 17.751, 28.027, 521, 823, fillV, tap,,water,,pot,,pot,,fillVtapwaterpot
324, 5, s08-d14-cam-002, 8, 14, 28.351, 32.162, 833, 945, moveV, hand,,pot,water ,sink,,sink,stove,moveVhandpotsinkstove
325, 5, s08-d14-cam-002, 8, 14, 34.674, 36.596, 1019, 1075, turn onV, hand,,stove,,,,,,turn onVhandstove
326, 5, s08-d14-cam-002, 8, 14, 36.857, 40.809, 1083, 1199, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
327, 5, s08-d14-cam-002, 8, 14, 43.945, 47.57, 1291, 1398, put inV, hand,,lid,pot ,counter,,counter,drawer,put inVhandlidcounterdrawer
328, 5, s08-d14-cam-002, 8, 14, 49.278, 57.442, 1448, 1688, take outV, hand,,cup,,cupboard,,cupboard,counter,take outVhandcupcupboardcounter
329, 5, s08-d14-cam-002, 8, 14, 59.168, 70.578, 1739, 2074, take outV, hand,,hot-chocolate-powder-bag,,cupboard,,cupboard,,take outVhandhot chocolate powder bagcupboard
330, 5, s08-d14-cam-002, 8, 14, 75.265, 76.5, 2212, 2249, rip openV, hand,,hot-chocolate-powder-bag,,,,,,rip openVhandhot chocolate powder bag
331, 5, s08-d14-cam-002, 8, 14, 77.894, 78.669, 2290, 2312, smellV, hand,,hot-chocolate-powder,,hot-chocolate-powder-bag,,hot-chocolate-powder-bag,,smellVhandhot chocolate powderhot chocolate powder bag
332, 5, s08-d14-cam-002, 8, 14, 78.832, 81.53, 2317, 2396, addV, hand,,hot-chocolate-powder,,hot-chocolate-powder-bag,,hot-chocolate-powder-bag,cup,addVhandhot chocolate powderhot chocolate powder bagcup
333, 5, s08-d14-cam-002, 8, 14, 82.959, 86.938, 2438, 2555, throw in garbageV, hand,,hot-chocolate-powder-bag,,,,,,throw in garbageVhandhot chocolate powder bag
334, 5, s08-d14-cam-002, 8, 14, 88.911, 91.378, 2613, 2686, take outV, hand,,spoon,,drawer,,drawer,,take outVhandspoondrawer
335, 5, s08-d14-cam-002, 8, 14, 91.734, 97.3, 2696, 2860, stirV, spoon,,hot-chocolate-powder,,cup,,cup,,stirVspoonhot chocolate powdercup
336, 5, s08-d14-cam-002, 8, 14, 97.755, 98.775, 2873, 2903, test temperatureV, hand,,water,,pot,,pot,,test temperatureVhandwaterpot
337, 5, s08-d14-cam-002, 8, 14, 102.414, 105.068, 3010, 3088, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
338, 5, s08-d14-cam-002, 8, 14, 105.204, 111.754, 3092, 3285, take outV, hand,,ladle,,drawer,,drawer,counter,take outVhandladledrawercounter
339, 5, s08-d14-cam-002, 8, 14, 120.559, 123.843, 3544, 3640, test temperatureV, hand,,water,,pot,,pot,,test temperatureVhandwaterpot
